Counc_Dist,Zip,LotNum,SumParcels,OwnerID,Abate_Date,Address,LAT,LNG
3,19104,4273,1,PHDC,7/30/2012,4273 LEIDY AVE,39.976066317874206,-75.21216430619207
3,19104,3604,1,Private,10/24/2012,3604 MELON ST,39.96523057774086,-75.19525567281111
3,19104,3608,1,Private,10/24/2012,3608 MELON ST,39.965219001674576,-75.19535247255861
3,19104,3615,1,Private,10/24/2012,3615 MELON ST,39.965517842301146,-75.19569992595474
3,19104,3617,1,Private,10/24/2012,3617 MELON ST,39.965505591080856,-75.19576641433805
3,19104,1723,1,Private,5/3/2013,1723 MEMORIAL AVE,39.97540113038219,-75.20872489224476
3,19104,1728,1,Private,5/3/2013,1728 MEMORIAL AVE,39.9756973443938,-75.20907969243925
3,19104,3822,1,PHA,10/18/2012,3822 MOUNT VERNON ST,39.963809729803614,-75.19817142386512
3,19104,3831,1,Private,10/18/2012,3831 MOUNT VERNON ST,39.96408612611527,-75.19862144127566
3,19104,3911,1,PHA,5/9/2013,3911 MOUNT VERNON ST,39.963884434414254,-75.20035818555677
3,19104,3923,1,Private,5/9/2013,3923 MOUNT VERNON ST,39.96384847953661,-75.20065575982653
3,19104,3925,1,Private,5/9/2013,3925 MOUNT VERNON ST,39.96384280808531,-75.2007095072608
3,19104,3938,1,City,5/9/2013,3938 MOUNT VERNON ST,39.96352629273367,-75.20098727181382
3,19104,3939,1,Private,5/9/2013,3939 MOUNT VERNON ST,39.96380145795645,-75.20107330953019
3,19104,3940,1,City,5/9/2013,3940 MOUNT VERNON ST,39.96352175545043,-75.20103026953595
3,19104,3941,1,Private,5/9/2013,3941 MOUNT VERNON ST,39.96379570708983,-75.20112349089383
3,19104,3943,1,Private,5/9/2013,3943 MOUNT VERNON ST,39.963775065556426,-75.2013687397632
3,19104,3944,1,City,5/9/2013,3944 MOUNT VERNON ST,39.963474902114086,-75.201331819616
3,19104,3932-36,3,PHDC,5/9/2013,3932 MOUNT VERNON ST,39.963479378429625,-75.20085341181357
3,19104,3948,2,City,7/25/2012,3948 N 17TH ST,40.01370047388632,-75.15521472231654
3,19104,3950,2,City,7/25/2012,3950 N 17TH ST,40.01372918335343,-75.155208478403
3,19104,3958,2,City,7/25/2012,3958 N 17TH ST,40.01384402029138,-75.15518350155966
3,19104,705,2,RDA,8/13/2012,705 N 35TH ST,39.96651932799298,-75.19325489703002
3,19104,709,2,City,8/13/2012,709 N 35TH ST,39.96660208428974,-75.19327141256872
3,19104,713,2,City,8/13/2012,713 N 35TH ST,39.96668464192538,-75.1932790127951
3,19104,715,2,Private,8/13/2012,715 N 35TH ST,39.96673856785019,-75.19323415360898
3,19104,717,4,Private,8/13/2012,717 N 35TH ST,39.96679384466937,-75.19324991884461
3,19104,524,1,City,10/22/2012,524 N 36TH ST,39.96337400333302,-75.19463489688795
3,19104,526,1,City,10/22/2012,526 N 36TH ST,39.96342778884498,-75.19464536513118
3,19104,528,1,Private,10/22/2012,528 N 36TH ST,39.963478830379614,-75.1946559366034
3,19104,530,1,PHDC,10/22/2012,530 N 36TH ST,39.96352434425035,-75.19466493152729
3,19104,537,1,Private,10/22/2012,537 N 36TH ST,39.9636122422248,-75.19429580600345
3,19104,704,2,PHDC,10/23/2012,704 N 36TH ST,39.96625121794923,-75.19521193604396
3,19104,710,2,Private,10/23/2012,710 N 36TH ST,39.96641390659895,-75.19524150886214
3,19104,669,1,Private,11/5/2012,669 N 39TH ST,39.96520564573882,-75.19975182776095
3,19104,1110,1,Private,5/14/2013,1110 N 39TH ST,39.97331152321482,-75.20180334704612
3,19104,1112,1,Private,5/14/2013,1112 N 39TH ST,39.97335413413404,-75.20180531799585
3,19104,1116,1,Private,5/14/2013,1116 N 39TH ST,39.97344084676085,-75.20181455819178
